时间,地区名称,当月数量(吨),当月金额(美元),累计数量(吨),累计金额(美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-01,江苏省,47189.00,9860600.00,47189.00,9860600.00,129,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,上海市,45921.10,6037314.00,45921.00,6037314.00,130,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,黑龙江省,0.00,0.00,0.00,0.00,131,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,吉林省,3592.00,706898.00,3592.00,706898.00,132,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,辽宁省,0.00,0.00,0.00,0.00,133,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,内蒙古区,20181.10,6307279.00,20181.00,6307279.00,134,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,山西省,38371.70,7006076.00,38372.00,7006076.00,135,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,河北省,33.00,6812.00,33.00,6812.00,136,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,天津市,85997.70,27604025.00,85998.00,27604025.00,137,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,北京市,11488.50,3302949.00,11489.00,3302949.00,138,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,新疆区,1946.20,904961.00,1946.00,904961.00,139,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,宁夏区,439.40,382880.00,439.00,382880.00,140,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,青海省,0.00,0.00,0.00,0.00,141,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
2024-01,甘肃省,0.00,0.00,0.00,0.00,142,2024-01-31 00:00:00,1,0,2024-07-21 00:35:17,0,2024-07-21 00:35:17,,,
