时间,城市,产品名称,本期价格,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-04-11,武安市,准二级铸造焦,3700.00,出厂价,14,2024-04-11 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-03-28,武安市,准二级铸造焦,3700.00,出厂价,15,2024-03-28 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-03-21,武安市,准二级铸造焦,3700.00,出厂价,16,2024-03-21 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-03-14,武安市,准二级铸造焦,3700.00,出厂价,17,2024-03-14 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-03-07,武安市,准二级铸造焦,3700.00,出厂价,18,2024-03-07 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-02-29,武安市,准二级铸造焦,3700.00,出厂价,19,2024-02-29 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-02-22,武安市,准二级铸造焦,3700.00,出厂价,20,2024-02-22 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-02-08,武安市,准二级铸造焦,3700.00,出厂价,21,2024-02-08 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-02-01,武安市,准二级铸造焦,3700.00,出厂价,22,2024-02-01 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-01-25,武安市,准二级铸造焦,3700.00,出厂价,23,2024-01-25 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-01-18,武安市,准二级铸造焦,3700.00,出厂价,24,2024-01-18 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-01-11,武安市,准二级铸造焦,3700.00,出厂价,25,2024-01-11 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2024-01-04,武安市,准二级铸造焦,3700.00,出厂价,26,2024-01-04 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2023-12-28,武安市,准二级铸造焦,3700.00,出厂价,27,2023-12-28 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2023-12-21,武安市,准二级铸造焦,3700.00,出厂价,28,2023-12-21 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2023-12-14,武安市,准二级铸造焦,3700.00,出厂价,29,2023-12-14 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2023-12-07,武安市,准二级铸造焦,3700.00,出厂价,30,2023-12-07 00:00:00,1,0,2024-07-20 22:02:11,0,2024-07-20 22:02:11,,,
2023-11-30,武安市,准二级铸造焦,3700.00,出厂价,31,2023-11-30 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-11-23,武安市,准二级铸造焦,3700.00,出厂价,32,2023-11-23 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-11-16,武安市,准二级铸造焦,3700.00,出厂价,33,2023-11-16 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-11-09,武安市,准二级铸造焦,3700.00,出厂价,34,2023-11-09 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-11-02,武安市,准二级铸造焦,3700.00,出厂价,35,2023-11-02 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-10-26,武安市,准二级铸造焦,3700.00,出厂价,36,2023-10-26 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-10-19,武安市,准二级铸造焦,3700.00,出厂价,37,2023-10-19 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-10-12,武安市,准二级铸造焦,3700.00,出厂价,38,2023-10-12 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-09-28,武安市,准二级铸造焦,3700.00,出厂价,39,2023-09-28 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-09-21,武安市,准二级铸造焦,3700.00,出厂价,40,2023-09-21 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-09-14,武安市,准二级铸造焦,3700.00,出厂价,41,2023-09-14 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-09-07,武安市,准二级铸造焦,3700.00,出厂价,42,2023-09-07 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-08-31,武安市,准二级铸造焦,3700.00,出厂价,43,2023-08-31 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-08-24,武安市,准二级铸造焦,3700.00,出厂价,44,2023-08-24 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-08-17,武安市,准二级铸造焦,3700.00,出厂价,45,2023-08-17 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-08-10,武安市,准二级铸造焦,3700.00,出厂价,46,2023-08-10 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-08-03,武安市,准二级铸造焦,3700.00,出厂价,47,2023-08-03 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-07-27,武安市,准二级铸造焦,3700.00,出厂价,48,2023-07-27 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-07-20,武安市,准二级铸造焦,3700.00,出厂价,49,2023-07-20 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-07-13,武安市,准二级铸造焦,3700.00,出厂价,50,2023-07-13 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-07-06,武安市,准二级铸造焦,3700.00,出厂价,51,2023-07-06 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-06-29,武安市,准二级铸造焦,3700.00,出厂价,52,2023-06-29 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-06-22,武安市,准二级铸造焦,3700.00,出厂价,53,2023-06-22 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-06-15,武安市,准二级铸造焦,3700.00,出厂价,54,2023-06-15 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
2023-06-08,武安市,准二级铸造焦,3700.00,出厂价,55,2023-06-08 00:00:00,1,0,2024-07-20 22:02:13,0,2024-07-20 22:02:13,,,
