时间,气精煤,环比增加,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2021-12-03,1459.00,-125.00,132,2021-12-03 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-11-26,1584.00,-196.00,133,2021-11-26 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-11-19,1780.00,-632.00,134,2021-11-19 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-11-12,2412.00,-81.00,135,2021-11-12 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-11-05,2493.00,-51.00,136,2021-11-05 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-10-29,2544.00,31.00,137,2021-10-29 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-10-22,2513.00,210.00,138,2021-10-22 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-10-15,2303.00,34.00,139,2021-10-15 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-10-08,2269.00,0.00,140,2021-10-08 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-09-30,2269.00,-152.00,141,2021-09-30 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-09-24,2421.00,-2.00,142,2021-09-24 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-09-17,2423.00,0.00,143,2021-09-17 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-09-10,2423.00,42.00,144,2021-09-10 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-09-03,2381.00,361.00,145,2021-09-03 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-08-27,2020.00,56.00,146,2021-08-27 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-08-20,1964.00,274.00,147,2021-08-20 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-08-13,1690.00,237.00,148,2021-08-13 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-08-06,1453.00,105.00,149,2021-08-06 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-07-30,1348.00,19.00,150,2021-07-30 00:00:00,1,0,2024-07-20 05:48:36,0,2024-07-20 05:48:36,,,
2021-07-23,1329.00,-5.00,151,2021-07-23 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-07-16,1334.00,-132.00,152,2021-07-16 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-07-09,1466.00,-9.00,153,2021-07-09 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-07-02,1475.00,130.00,154,2021-07-02 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-06-25,1345.00,128.00,155,2021-06-25 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-06-18,1217.00,13.00,156,2021-06-18 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-06-11,1204.00,6.00,157,2021-06-11 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-06-04,1198.00,-47.00,158,2021-06-04 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-05-28,1245.00,5.00,159,2021-05-28 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-05-21,1240.00,41.00,160,2021-05-21 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-05-14,1199.00,64.00,161,2021-05-14 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-05-07,1135.00,9.00,162,2021-05-07 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-04-30,1126.00,149.00,163,2021-04-30 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-04-23,977.00,44.00,164,2021-04-23 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-04-16,933.00,29.00,165,2021-04-16 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-04-09,904.00,2.00,166,2021-04-09 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-04-02,902.00,-7.00,167,2021-04-02 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-03-26,909.00,-48.00,168,2021-03-26 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-03-19,957.00,-33.00,169,2021-03-19 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-03-12,990.00,-12.00,170,2021-03-12 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-03-05,1002.00,-18.00,171,2021-03-05 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-02-26,1020.00,-28.00,172,2021-02-26 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-02-19,1048.00,-3.00,173,2021-02-19 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-02-12,1051.00,2.00,174,2021-02-12 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-02-05,1049.00,0.00,175,2021-02-05 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-01-29,1049.00,26.00,176,2021-01-29 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-01-22,1023.00,7.00,177,2021-01-22 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-01-15,1016.00,10.00,178,2021-01-15 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2021-01-08,1006.00,,179,2021-01-08 00:00:00,1,0,2024-07-20 05:48:39,0,2024-07-20 05:48:39,,,
2024-07-31,1171.00,-31.00,180,2024-07-31 00:00:00,1,0,2024-08-01 10:36:49,0,2024-08-01 10:36:49,,,
2024-07-24,1202.00,-44.00,181,2024-07-24 00:00:00,1,0,2024-08-01 10:36:49,0,2024-08-01 10:36:49,,,
2024-11-06,1152.00,-28.00,182,2024-11-06 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-10-30,1180.00,-46.00,183,2024-10-30 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-10-23,1226.00,-37.00,184,2024-10-23 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-10-16,1263.00,16.00,185,2024-10-16 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-10-09,1247.00,49.00,186,2024-10-09 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-09-30,1198.00,19.00,187,2024-09-30 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-09-25,1179.00,10.00,188,2024-09-25 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-09-18,1169.00,-2.00,189,2024-09-18 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-09-11,1171.00,-21.00,190,2024-09-11 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-09-04,1192.00,32.00,191,2024-09-04 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-08-28,1160.00,14.00,192,2024-08-28 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-08-21,1146.00,-4.00,193,2024-08-21 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
2024-08-14,1150.00,-13.00,194,2024-08-14 00:00:00,1,0,2024-11-07 01:30:48,0,2024-11-07 01:30:48,,,
